hp_name,ratio_of_sums,n_values,n_models,mean_V_m,grouping_type,n_groups,min_group_size,dataset,seed,family,pool_type,subset,K_actual
C,0.5606242864590735,3,25,5.697178628012968e-06,numeric_tertile,3,3,compas,2,LogReg,Rashomon,all,25
l1_ratio,0.03046672907734036,3,25,5.697178628012968e-06,numeric_tertile,3,4,compas,2,LogReg,Rashomon,all,25
alpha,0.3989202667505039,4,25,0.0014254935818501188,numeric_exact,4,5,compas,2,MLP,Rashomon,all,25
hidden_layer_sizes,0.2214210476470308,5,25,0.0014254935818501188,categorical_exact,5,3,compas,2,MLP,Rashomon,all,25
activation,0.09345908059272232,2,25,0.0014254935818501188,categorical_exact,2,8,compas,2,MLP,Rashomon,all,25
learning_rate_init,0.07469373372762568,3,25,0.0014254935818501188,numeric_exact,3,3,compas,2,MLP,Rashomon,all,25
max_features,0.015277977058723113,3,25,0.003198422611505389,categorical_exact,3,6,compas,2,RF,Rashomon,all,25
min_samples_leaf,0.014070726430838258,3,25,0.003198422611505389,numeric_exact,3,8,compas,2,RF,Rashomon,all,25
n_estimators,0.013581274943660503,3,25,0.003198422611505389,numeric_exact,3,7,compas,2,RF,Rashomon,all,25
min_samples_split,0.006746454960821496,3,25,0.003198422611505389,numeric_exact,3,7,compas,2,RF,Rashomon,all,25
max_depth,0.0002075677568314722,2,24,0.003186561318647467,numeric_exact,2,11,compas,2,RF,Rashomon,all,25
n_neighbors,0.429125878442255,3,25,0.010158020169326836,numeric_tertile,3,7,compas,2,kNN,Rashomon,all,25
p,0.0005069114239783336,2,25,0.010158020169326836,numeric_exact,2,12,compas,2,kNN,Rashomon,all,25
learning_rate,0.1570578946234344,4,25,0.0030027389951778616,numeric_exact,4,3,compas,2,GBM,Rashomon,HH,25
n_estimators,0.09118621671133066,3,25,0.0030027389951778616,numeric_exact,3,5,compas,2,GBM,Rashomon,HH,25
subsample,0.06712439982445127,3,25,0.0030027389951778616,numeric_exact,3,5,compas,2,GBM,Rashomon,HH,25
max_depth,0.017779456058341594,4,25,0.0030027389951778616,numeric_exact,4,4,compas,2,GBM,Rashomon,HH,25
C,0.5365476280258867,3,25,6.246696935593482e-06,numeric_tertile,3,3,compas,2,LogReg,Rashomon,HH,25
l1_ratio,0.023399429103168813,3,25,6.246696935593482e-06,numeric_tertile,3,4,compas,2,LogReg,Rashomon,HH,25
alpha,0.2373787816085224,4,25,0.00197971600796332,numeric_exact,4,5,compas,2,MLP,Rashomon,HH,25
hidden_layer_sizes,0.17407201415686668,5,25,0.00197971600796332,categorical_exact,5,3,compas,2,MLP,Rashomon,HH,25
learning_rate_init,0.09359178570163759,3,25,0.00197971600796332,numeric_exact,3,3,compas,2,MLP,Rashomon,HH,25
activation,0.057187822104982224,2,25,0.00197971600796332,categorical_exact,2,8,compas,2,MLP,Rashomon,HH,25
max_features,0.09426789857432466,3,25,0.007316200910644893,categorical_exact,3,6,compas,2,RF,Rashomon,HH,25
min_samples_split,0.04585119853906082,3,25,0.007316200910644893,numeric_exact,3,7,compas,2,RF,Rashomon,HH,25
min_samples_leaf,0.04485830032597243,3,25,0.007316200910644893,numeric_exact,3,8,compas,2,RF,Rashomon,HH,25
n_estimators,0.033043672480340604,3,25,0.007316200910644893,numeric_exact,3,7,compas,2,RF,Rashomon,HH,25
max_depth,0.0008119914207765955,2,24,0.007437032243640863,numeric_exact,2,11,compas,2,RF,Rashomon,HH,25
n_neighbors,0.408545468021191,3,25,0.01711659021415974,numeric_tertile,3,7,compas,2,kNN,Rashomon,HH,25
p,0.0001056361571932458,2,25,0.01711659021415974,numeric_exact,2,12,compas,2,kNN,Rashomon,HH,25
n_estimators,0.23250035930363072,3,25,0.0009495478278839543,numeric_exact,3,5,compas,2,GBM,Rashomon,non_HH,25
learning_rate,0.16176151574823744,4,25,0.0009495478278839543,numeric_exact,4,3,compas,2,GBM,Rashomon,non_HH,25
max_depth,0.017518289456964833,4,25,0.0009495478278839543,numeric_exact,4,4,compas,2,GBM,Rashomon,non_HH,25
subsample,0.002989674634679251,3,25,0.0009495478278839543,numeric_exact,3,5,compas,2,GBM,Rashomon,non_HH,25
C,0.5625480622102854,3,25,5.659322922379644e-06,numeric_tertile,3,3,compas,2,LogReg,Rashomon,non_HH,25
l1_ratio,0.03111101094300369,3,25,5.659322922379644e-06,numeric_tertile,3,4,compas,2,LogReg,Rashomon,non_HH,25
alpha,0.4076445711400905,4,25,0.0013873138147178757,numeric_exact,4,5,compas,2,MLP,Rashomon,non_HH,25
hidden_layer_sizes,0.22291091471933402,5,25,0.0013873138147178757,categorical_exact,5,3,compas,2,MLP,Rashomon,non_HH,25
activation,0.09398242536288831,2,25,0.0013873138147178757,categorical_exact,2,8,compas,2,MLP,Rashomon,non_HH,25
learning_rate_init,0.07364723511289462,3,25,0.0013873138147178757,numeric_exact,3,3,compas,2,MLP,Rashomon,non_HH,25
min_samples_split,0.013081056540488264,3,25,0.00291475343978689,numeric_exact,3,7,compas,2,RF,Rashomon,non_HH,25
n_estimators,0.012042424875266232,3,25,0.00291475343978689,numeric_exact,3,7,compas,2,RF,Rashomon,non_HH,25
min_samples_leaf,0.01166696268051932,3,25,0.00291475343978689,numeric_exact,3,8,compas,2,RF,Rashomon,non_HH,25
max_features,0.007965545598774142,3,25,0.00291475343978689,categorical_exact,3,6,compas,2,RF,Rashomon,non_HH,25
max_depth,0.0001403506426306527,2,24,0.002893751099370144,numeric_exact,2,11,compas,2,RF,Rashomon,non_HH,25
n_neighbors,0.4310999280294585,3,25,0.00967865201068279,numeric_tertile,3,7,compas,2,kNN,Rashomon,non_HH,25
p,0.0005680053748858098,2,25,0.00967865201068279,numeric_exact,2,12,compas,2,kNN,Rashomon,non_HH,25
learning_rate,0.2330908332792641,4,25,0.0012906510664531085,numeric_exact,4,3,compas,3,GBM,Rashomon,all,25
max_depth,0.17504012696168086,3,24,0.0012701500461057722,numeric_exact,3,3,compas,3,GBM,Rashomon,all,25
subsample,0.026925869069488323,3,25,0.0012906510664531085,numeric_exact,3,6,compas,3,GBM,Rashomon,all,25
n_estimators,0.0005903096484863557,3,25,0.0012906510664531085,numeric_exact,3,6,compas,3,GBM,Rashomon,all,25
C,0.22303000476893856,2,25,1.1063185093419218e-07,numeric_tertile,2,9,compas,3,LogReg,Rashomon,all,25
l1_ratio,0.049869307412296046,3,25,1.1063185093419218e-07,numeric_tertile,3,5,compas,3,LogReg,Rashomon,all,25
learning_rate_init,0.22511437834562184,3,25,0.0011452230709241553,numeric_exact,3,2,compas,3,MLP,Rashomon,all,25
hidden_layer_sizes,0.20658621365696767,5,25,0.0011452230709241553,categorical_exact,5,3,compas,3,MLP,Rashomon,all,25
alpha,0.1508442450634521,4,25,0.0011452230709241553,numeric_exact,4,4,compas,3,MLP,Rashomon,all,25
activation,0.00719159373603648,2,25,0.0011452230709241553,categorical_exact,2,11,compas,3,MLP,Rashomon,all,25
min_samples_split,0.1338363404555874,3,25,0.003033081520152482,numeric_exact,3,8,compas,3,RF,Rashomon,all,25
n_estimators,0.12897817386294697,3,25,0.003033081520152482,numeric_exact,3,8,compas,3,RF,Rashomon,all,25
max_features,0.10482104845211056,3,25,0.003033081520152482,categorical_exact,3,3,compas,3,RF,Rashomon,all,25
min_samples_leaf,0.07680806286233886,3,25,0.003033081520152482,numeric_exact,3,3,compas,3,RF,Rashomon,all,25
max_depth,8.418261560679593e-05,2,22,0.0028122528893850364,numeric_exact,2,8,compas,3,RF,Rashomon,all,25
weights,0.8638463456193566,2,25,0.01176769288587695,categorical_exact,2,3,compas,3,kNN,Rashomon,all,25
n_neighbors,0.1455221105662455,3,25,0.01176769288587695,numeric_tertile,3,5,compas,3,kNN,Rashomon,all,25
p,0.10586669966495109,2,25,0.01176769288587695,numeric_exact,2,10,compas,3,kNN,Rashomon,all,25
learning_rate,0.1491743047609652,4,25,0.003107988342974605,numeric_exact,4,3,compas,3,GBM,Rashomon,HH,25
max_depth,0.06308884122831823,3,24,0.0030731436046044155,numeric_exact,3,3,compas,3,GBM,Rashomon,HH,25
subsample,0.03454137970768581,3,25,0.003107988342974605,numeric_exact,3,6,compas,3,GBM,Rashomon,HH,25
n_estimators,0.018322703700600428,3,25,0.003107988342974605,numeric_exact,3,6,compas,3,GBM,Rashomon,HH,25
C,0.20492613684575411,2,25,1.7245995879588778e-07,numeric_tertile,2,9,compas,3,LogReg,Rashomon,HH,25
l1_ratio,0.03113719564536873,3,25,1.7245995879588778e-07,numeric_tertile,3,5,compas,3,LogReg,Rashomon,HH,25
alpha,0.2074578543340055,4,25,0.0016261315512833491,numeric_exact,4,4,compas,3,MLP,Rashomon,HH,25
hidden_layer_sizes,0.1421488066432511,5,25,0.0016261315512833491,categorical_exact,5,3,compas,3,MLP,Rashomon,HH,25
learning_rate_init,0.10440405137634073,3,25,0.0016261315512833491,numeric_exact,3,2,compas,3,MLP,Rashomon,HH,25
activation,0.019632601694476146,2,25,0.0016261315512833491,categorical_exact,2,11,compas,3,MLP,Rashomon,HH,25
max_features,0.5248122068295863,3,25,0.0053391539078715255,categorical_exact,3,3,compas,3,RF,Rashomon,HH,25
min_samples_split,0.12986661078914,3,25,0.0053391539078715255,numeric_exact,3,8,compas,3,RF,Rashomon,HH,25
max_depth,0.07569107082418004,2,22,0.005155228311335284,numeric_exact,2,8,compas,3,RF,Rashomon,HH,25
n_estimators,0.052931786988625704,3,25,0.0053391539078715255,numeric_exact,3,8,compas,3,RF,Rashomon,HH,25
min_samples_leaf,0.046876424361719744,3,25,0.0053391539078715255,numeric_exact,3,3,compas,3,RF,Rashomon,HH,25
weights,0.6967044917952944,2,25,0.01581462572598833,categorical_exact,2,3,compas,3,kNN,Rashomon,HH,25
n_neighbors,0.24307005875459045,3,25,0.01581462572598833,numeric_tertile,3,5,compas,3,kNN,Rashomon,HH,25
p,0.08500865987791922,2,25,0.01581462572598833,numeric_exact,2,10,compas,3,kNN,Rashomon,HH,25
learning_rate,0.24326000563298067,4,25,0.001137727118316063,numeric_exact,4,3,compas,3,GBM,Rashomon,non_HH,25
max_depth,0.19247954426932787,3,24,0.0011184330825055858,numeric_exact,3,3,compas,3,GBM,Rashomon,non_HH,25
subsample,0.04599869871734995,3,25,0.001137727118316063,numeric_exact,3,6,compas,3,GBM,Rashomon,non_HH,25
n_estimators,0.00010004749818207585,3,25,0.001137727118316063,numeric_exact,3,6,compas,3,GBM,Rashomon,non_HH,25
C,0.21902229638441023,2,25,1.0542918520879028e-07,numeric_tertile,2,9,compas,3,LogReg,Rashomon,non_HH,25
l1_ratio,0.05502959876094438,3,25,1.0542918520879028e-07,numeric_tertile,3,5,compas,3,LogReg,Rashomon,non_HH,25
learning_rate_init,0.24069759465175955,3,25,0.0011047559410967854,numeric_exact,3,2,compas,3,MLP,Rashomon,non_HH,25
hidden_layer_sizes,0.21598699918553016,5,25,0.0011047559410967854,categorical_exact,5,3,compas,3,MLP,Rashomon,non_HH,25
alpha,0.14060122868993508,4,25,0.0011047559410967854,numeric_exact,4,4,compas,3,MLP,Rashomon,non_HH,25
activation,0.0057557320925610165,2,25,0.0011047559410967854,categorical_exact,2,11,compas,3,MLP,Rashomon,non_HH,25
n_estimators,0.13924779931768458,3,25,0.002839031852665981,numeric_exact,3,8,compas,3,RF,Rashomon,non_HH,25
min_samples_split,0.13052576257294662,3,25,0.002839031852665981,numeric_exact,3,8,compas,3,RF,Rashomon,non_HH,25
min_samples_leaf,0.08045998000672228,3,25,0.002839031852665981,numeric_exact,3,3,compas,3,RF,Rashomon,non_HH,25
max_features,0.06367918504081749,3,25,0.002839031852665981,categorical_exact,3,3,compas,3,RF,Rashomon,non_HH,25
max_depth,0.0037706276676372948,2,22,0.0026150979327671346,numeric_exact,2,8,compas,3,RF,Rashomon,non_HH,25
weights,0.8739167478871673,2,25,0.011427154585281554,categorical_exact,2,3,compas,3,kNN,Rashomon,non_HH,25
n_neighbors,0.14047122533068,3,25,0.011427154585281554,numeric_tertile,3,5,compas,3,kNN,Rashomon,non_HH,25
p,0.10713386246815576,2,25,0.011427154585281554,numeric_exact,2,10,compas,3,kNN,Rashomon,non_HH,25
learning_rate,0.24296987847804188,3,24,0.0016754959944511388,numeric_exact,3,6,compas,4,GBM,Rashomon,all,25
max_depth,0.1314159258859614,4,25,0.0016692519758697072,numeric_exact,4,3,compas,4,GBM,Rashomon,all,25
subsample,0.09595051672768158,3,25,0.0016692519758697072,numeric_exact,3,5,compas,4,GBM,Rashomon,all,25
n_estimators,0.06372474358550155,3,25,0.0016692519758697072,numeric_exact,3,5,compas,4,GBM,Rashomon,all,25
C,0.19938066516524394,3,25,0.00014083844048599944,numeric_tertile,3,7,compas,4,LogReg,Rashomon,all,25
l1_ratio,0.011014873758702585,3,25,0.00014083844048599944,numeric_tertile,3,4,compas,4,LogReg,Rashomon,all,25
alpha,0.1533656703874156,4,25,0.001165808258590412,numeric_exact,4,3,compas,4,MLP,Rashomon,all,25
hidden_layer_sizes,0.15198891148514565,5,25,0.001165808258590412,categorical_exact,5,3,compas,4,MLP,Rashomon,all,25
learning_rate_init,0.142144212711098,3,25,0.001165808258590412,numeric_exact,3,3,compas,4,MLP,Rashomon,all,25
activation,0.04532514722541901,2,25,0.001165808258590412,categorical_exact,2,8,compas,4,MLP,Rashomon,all,25
max_features,0.46484210295596295,3,25,0.003589644323416399,categorical_exact,3,6,compas,4,RF,Rashomon,all,25
min_samples_leaf,0.20230701052629965,3,25,0.003589644323416399,numeric_exact,3,5,compas,4,RF,Rashomon,all,25
max_depth,0.13171263965081587,3,23,0.0036340515279992915,numeric_exact,3,4,compas,4,RF,Rashomon,all,25
min_samples_split,0.09859424311607592,3,25,0.003589644323416399,numeric_exact,3,5,compas,4,RF,Rashomon,all,25
n_estimators,0.0023141217020914975,3,25,0.003589644323416399,numeric_exact,3,7,compas,4,RF,Rashomon,all,25
weights,0.8661420489129366,2,25,0.012508525215541699,categorical_exact,2,3,compas,4,kNN,Rashomon,all,25
n_neighbors,0.20251835027217943,3,25,0.012508525215541699,numeric_tertile,3,6,compas,4,kNN,Rashomon,all,25
p,0.008899035422255232,2,25,0.012508525215541699,numeric_exact,2,12,compas,4,kNN,Rashomon,all,25
learning_rate,0.27841021668905724,3,24,0.003891318990214091,numeric_exact,3,6,compas,4,GBM,Rashomon,HH,25
subsample,0.09004343968548185,3,25,0.0039071449327076615,numeric_exact,3,5,compas,4,GBM,Rashomon,HH,25
max_depth,0.08573048031502316,4,25,0.0039071449327076615,numeric_exact,4,3,compas,4,GBM,Rashomon,HH,25
n_estimators,0.03572161867644914,3,25,0.0039071449327076615,numeric_exact,3,5,compas,4,GBM,Rashomon,HH,25
C,0.13581803493895916,3,25,0.00014451274108933767,numeric_tertile,3,7,compas,4,LogReg,Rashomon,HH,25
l1_ratio,0.028318178128640868,3,25,0.00014451274108933767,numeric_tertile,3,4,compas,4,LogReg,Rashomon,HH,25
hidden_layer_sizes,0.17974442588173836,5,25,0.0019426914939159828,categorical_exact,5,3,compas,4,MLP,Rashomon,HH,25
activation,0.09396118202427418,2,25,0.0019426914939159828,categorical_exact,2,8,compas,4,MLP,Rashomon,HH,25
learning_rate_init,0.08697823085299193,3,25,0.0019426914939159828,numeric_exact,3,3,compas,4,MLP,Rashomon,HH,25
alpha,0.04807902205714867,4,25,0.0019426914939159828,numeric_exact,4,3,compas,4,MLP,Rashomon,HH,25
max_features,0.38705020915658056,3,25,0.007981300649618455,categorical_exact,3,6,compas,4,RF,Rashomon,HH,25
min_samples_leaf,0.31420357561897616,3,25,0.007981300649618455,numeric_exact,3,5,compas,4,RF,Rashomon,HH,25
max_depth,0.2500783290245928,3,23,0.008266406874575766,numeric_exact,3,4,compas,4,RF,Rashomon,HH,25
min_samples_split,0.039047469964864516,3,25,0.007981300649618455,numeric_exact,3,5,compas,4,RF,Rashomon,HH,25
n_estimators,0.013649807474887681,3,25,0.007981300649618455,numeric_exact,3,7,compas,4,RF,Rashomon,HH,25
weights,0.800599741514498,2,25,0.01531949697424388,categorical_exact,2,3,compas,4,kNN,Rashomon,HH,25
n_neighbors,0.2608770265283649,3,25,0.01531949697424388,numeric_tertile,3,6,compas,4,kNN,Rashomon,HH,25
p,0.005263675950984706,2,25,0.01531949697424388,numeric_exact,2,12,compas,4,kNN,Rashomon,HH,25
learning_rate,0.23357202201886426,3,24,0.0015298473632673112,numeric_exact,3,6,compas,4,GBM,Rashomon,non_HH,25
max_depth,0.13878999602462733,4,25,0.0015221526603906984,numeric_exact,4,3,compas,4,GBM,Rashomon,non_HH,25
subsample,0.09697872564629653,3,25,0.0015221526603906984,numeric_exact,3,5,compas,4,GBM,Rashomon,non_HH,25
n_estimators,0.06939978996311386,3,25,0.0015221526603906984,numeric_exact,3,5,compas,4,GBM,Rashomon,non_HH,25
C,0.2044267603975309,3,25,0.00014059692441975339,numeric_tertile,3,7,compas,4,LogReg,Rashomon,non_HH,25
l1_ratio,0.009940330605485978,3,25,0.00014059692441975339,numeric_tertile,3,4,compas,4,LogReg,Rashomon,non_HH,25
alpha,0.17480071120905633,4,25,0.0011147428169774316,numeric_exact,4,3,compas,4,MLP,Rashomon,non_HH,25
learning_rate_init,0.14747514324893138,3,25,0.0011147428169774316,numeric_exact,3,3,compas,4,MLP,Rashomon,non_HH,25
hidden_layer_sizes,0.14435400511565985,5,25,0.0011147428169774316,categorical_exact,5,3,compas,4,MLP,Rashomon,non_HH,25
activation,0.03797931433221948,2,25,0.0011147428169774316,categorical_exact,2,8,compas,4,MLP,Rashomon,non_HH,25
max_features,0.46488460934276327,3,25,0.0033009756284149345,categorical_exact,3,6,compas,4,RF,Rashomon,non_HH,25
min_samples_leaf,0.16764174871011914,3,25,0.0033009756284149345,numeric_exact,3,5,compas,4,RF,Rashomon,non_HH,25
max_depth,0.13009360912663595,3,23,0.0033295614055138365,numeric_exact,3,4,compas,4,RF,Rashomon,non_HH,25
min_samples_split,0.11445708541104564,3,25,0.0033009756284149345,numeric_exact,3,5,compas,4,RF,Rashomon,non_HH,25
n_estimators,0.0008496413355342619,3,25,0.0033009756284149345,numeric_exact,3,7,compas,4,RF,Rashomon,non_HH,25
weights,0.8691380735633177,2,25,0.012323756761683135,categorical_exact,2,3,compas,4,kNN,Rashomon,non_HH,25
n_neighbors,0.19777914971390528,3,25,0.012323756761683135,numeric_tertile,3,6,compas,4,kNN,Rashomon,non_HH,25
p,0.009208922667737271,2,25,0.012323756761683135,numeric_exact,2,12,compas,4,kNN,Rashomon,non_HH,25
learning_rate,0.3569729474180014,3,24,0.0014127432511906286,numeric_exact,3,6,compas,5,GBM,Rashomon,all,25
n_estimators,0.15901408731221203,3,25,0.0014116889392764705,numeric_exact,3,6,compas,5,GBM,Rashomon,all,25
max_depth,0.11694907285711105,4,25,0.0014116889392764705,numeric_exact,4,4,compas,5,GBM,Rashomon,all,25
subsample,0.0010913327889227737,3,25,0.0014116889392764705,numeric_exact,3,5,compas,5,GBM,Rashomon,all,25
C,0.1904638427421856,2,25,0.00040208268907684745,numeric_tertile,2,12,compas,5,LogReg,Rashomon,all,25
l1_ratio,0.045915981328573455,3,25,0.00040208268907684745,numeric_tertile,3,5,compas,5,LogReg,Rashomon,all,25
learning_rate_init,0.19027685724768592,3,25,0.00128990807266196,numeric_exact,3,2,compas,5,MLP,Rashomon,all,25
hidden_layer_sizes,0.08836766450449317,5,25,0.00128990807266196,categorical_exact,5,3,compas,5,MLP,Rashomon,all,25
activation,0.04362023412001879,2,25,0.00128990807266196,categorical_exact,2,7,compas,5,MLP,Rashomon,all,25
alpha,0.032801871573272884,4,25,0.00128990807266196,numeric_exact,4,5,compas,5,MLP,Rashomon,all,25
max_depth,0.3019704121039524,3,22,0.003286080675593065,numeric_exact,3,2,compas,5,RF,Rashomon,all,25
min_samples_split,0.06881913502469633,3,25,0.0031713477938509014,numeric_exact,3,6,compas,5,RF,Rashomon,all,25
min_samples_leaf,0.020681773034319246,3,25,0.0031713477938509014,numeric_exact,3,7,compas,5,RF,Rashomon,all,25
n_estimators,0.017000926024327286,3,25,0.0031713477938509014,numeric_exact,3,5,compas,5,RF,Rashomon,all,25
max_features,0.008657952373218761,3,25,0.0031713477938509014,categorical_exact,3,4,compas,5,RF,Rashomon,all,25
n_neighbors,0.4878124312058365,3,25,0.008175288136278613,numeric_tertile,3,7,compas,5,kNN,Rashomon,all,25
p,0.02682024196738179,2,25,0.008175288136278613,numeric_exact,2,12,compas,5,kNN,Rashomon,all,25
learning_rate,0.3261857365348981,3,24,0.003893217741405873,numeric_exact,3,6,compas,5,GBM,Rashomon,HH,25
n_estimators,0.14866726821153112,3,25,0.003900143239549401,numeric_exact,3,6,compas,5,GBM,Rashomon,HH,25
max_depth,0.13902274999370515,4,25,0.003900143239549401,numeric_exact,4,4,compas,5,GBM,Rashomon,HH,25
subsample,0.006181084037015164,3,25,0.003900143239549401,numeric_exact,3,5,compas,5,GBM,Rashomon,HH,25
C,0.20224945834015734,2,25,0.000484877731441688,numeric_tertile,2,12,compas,5,LogReg,Rashomon,HH,25
l1_ratio,0.05676435345879573,3,25,0.000484877731441688,numeric_tertile,3,5,compas,5,LogReg,Rashomon,HH,25
hidden_layer_sizes,0.11778669928412815,5,25,0.0020226010191409256,categorical_exact,5,3,compas,5,MLP,Rashomon,HH,25
learning_rate_init,0.11410918517775795,3,25,0.0020226010191409256,numeric_exact,3,2,compas,5,MLP,Rashomon,HH,25
alpha,0.07471567246901567,4,25,0.0020226010191409256,numeric_exact,4,5,compas,5,MLP,Rashomon,HH,25
activation,0.036959568430298,2,25,0.0020226010191409256,categorical_exact,2,7,compas,5,MLP,Rashomon,HH,25
max_depth,0.25867304351811926,3,22,0.00660692167066505,numeric_exact,3,2,compas,5,RF,Rashomon,HH,25
min_samples_split,0.06922280069734937,3,25,0.006101152761279855,numeric_exact,3,6,compas,5,RF,Rashomon,HH,25
n_estimators,0.017287139308452215,3,25,0.006101152761279855,numeric_exact,3,5,compas,5,RF,Rashomon,HH,25
min_samples_leaf,0.012074361922669863,3,25,0.006101152761279855,numeric_exact,3,7,compas,5,RF,Rashomon,HH,25
max_features,0.009658797103115313,3,25,0.006101152761279855,categorical_exact,3,4,compas,5,RF,Rashomon,HH,25
n_neighbors,0.4870649642067554,3,25,0.010997647671677727,numeric_tertile,3,7,compas,5,kNN,Rashomon,HH,25
p,0.025417157293371306,2,25,0.010997647671677727,numeric_exact,2,12,compas,5,kNN,Rashomon,HH,25
learning_rate,0.3675543330408294,3,24,0.0011567309758243765,numeric_exact,3,6,compas,5,GBM,Rashomon,non_HH,25
n_estimators,0.161978971706777,3,25,0.0011548530596611451,numeric_exact,3,6,compas,5,GBM,Rashomon,non_HH,25
max_depth,0.10775852488945302,4,25,0.0011548530596611451,numeric_exact,4,4,compas,5,GBM,Rashomon,non_HH,25
subsample,0.0005987631128188068,3,25,0.0011548530596611451,numeric_exact,3,5,compas,5,GBM,Rashomon,non_HH,25
C,0.18860849484794948,2,25,0.0003935373291997424,numeric_tertile,2,12,compas,5,LogReg,Rashomon,non_HH,25
l1_ratio,0.0445584518108629,3,25,0.0003935373291997424,numeric_tertile,3,5,compas,5,LogReg,Rashomon,non_HH,25
learning_rate_init,0.20192309794775484,3,25,0.0012142860942409655,numeric_exact,3,2,compas,5,MLP,Rashomon,non_HH,25
hidden_layer_sizes,0.08327445642272914,5,25,0.0012142860942409655,categorical_exact,5,3,compas,5,MLP,Rashomon,non_HH,25
activation,0.043416103497968914,2,25,0.0012142860942409655,categorical_exact,2,7,compas,5,MLP,Rashomon,non_HH,25
alpha,0.031950985425187775,4,25,0.0012142860942409655,numeric_exact,4,5,compas,5,MLP,Rashomon,non_HH,25
max_depth,0.32181810227990915,3,22,0.002943333325184259,numeric_exact,3,2,compas,5,RF,Rashomon,non_HH,25
min_samples_split,0.07234577667447328,3,25,0.002868959666478648,numeric_exact,3,6,compas,5,RF,Rashomon,non_HH,25
min_samples_leaf,0.024289330806080877,3,25,0.002868959666478648,numeric_exact,3,7,compas,5,RF,Rashomon,non_HH,25
n_estimators,0.01654949588914715,3,25,0.002868959666478648,numeric_exact,3,5,compas,5,RF,Rashomon,non_HH,25
max_features,0.008627600078421623,3,25,0.002868959666478648,categorical_exact,3,4,compas,5,RF,Rashomon,non_HH,25
n_neighbors,0.48771558368048673,3,25,0.007883989560377329,numeric_tertile,3,7,compas,5,kNN,Rashomon,non_HH,25
p,0.026961325375109087,2,25,0.007883989560377329,numeric_exact,2,12,compas,5,kNN,Rashomon,non_HH,25
max_depth,0.1687973600832203,4,25,0.0012304530600731145,numeric_exact,4,4,compas,6,GBM,Rashomon,all,25
n_estimators,0.12158520823417406,3,25,0.0012304530600731145,numeric_exact,3,6,compas,6,GBM,Rashomon,all,25
learning_rate,0.08677470698031643,3,24,0.0012365710988409653,numeric_exact,3,5,compas,6,GBM,Rashomon,all,25
subsample,0.025154921901295476,3,25,0.0012304530600731145,numeric_exact,3,6,compas,6,GBM,Rashomon,all,25
C,0.7050324124851326,3,25,2.254992689955887e-06,numeric_tertile,3,3,compas,6,LogReg,Rashomon,all,25
l1_ratio,0.12999525399253012,3,25,2.254992689955887e-06,numeric_tertile,3,4,compas,6,LogReg,Rashomon,all,25
learning_rate_init,0.45222079637937385,3,25,0.001346383460949407,numeric_exact,3,3,compas,6,MLP,Rashomon,all,25
alpha,0.3605118739987723,4,25,0.001346383460949407,numeric_exact,4,4,compas,6,MLP,Rashomon,all,25
hidden_layer_sizes,0.1053990725180592,5,25,0.001346383460949407,categorical_exact,5,3,compas,6,MLP,Rashomon,all,25
activation,0.001643869954140697,2,25,0.001346383460949407,categorical_exact,2,10,compas,6,MLP,Rashomon,all,25
max_depth,0.5694243363881247,4,20,0.0033227008909880846,numeric_exact,4,2,compas,6,RF,Rashomon,all,25
min_samples_split,0.34986942068261045,3,25,0.0032148050741016617,numeric_exact,3,5,compas,6,RF,Rashomon,all,25
max_features,0.22212046780992598,3,25,0.0032148050741016617,categorical_exact,3,7,compas,6,RF,Rashomon,all,25
n_estimators,0.05620279622343402,3,25,0.0032148050741016617,numeric_exact,3,7,compas,6,RF,Rashomon,all,25
min_samples_leaf,0.05078977568463571,3,25,0.0032148050741016617,numeric_exact,3,7,compas,6,RF,Rashomon,all,25
n_neighbors,0.4472632284001238,3,25,0.010148063534191787,numeric_tertile,3,7,compas,6,kNN,Rashomon,all,25
p,4.351213006429408e-05,2,25,0.010148063534191787,numeric_exact,2,12,compas,6,kNN,Rashomon,all,25
max_depth,0.15411312276106473,4,25,0.002783141761487587,numeric_exact,4,4,compas,6,GBM,Rashomon,HH,25
n_estimators,0.09896958948224316,3,25,0.002783141761487587,numeric_exact,3,6,compas,6,GBM,Rashomon,HH,25
learning_rate,0.05530013708251984,3,24,0.0028164307535780194,numeric_exact,3,5,compas,6,GBM,Rashomon,HH,25
subsample,0.006320176743299606,3,25,0.002783141761487587,numeric_exact,3,6,compas,6,GBM,Rashomon,HH,25
C,0.7747538805137426,3,25,8.467434282198248e-06,numeric_tertile,3,3,compas,6,LogReg,Rashomon,HH,25
l1_ratio,0.128903100915758,3,25,8.467434282198248e-06,numeric_tertile,3,4,compas,6,LogReg,Rashomon,HH,25
alpha,0.41525213067626865,4,25,0.0027246468741730532,numeric_exact,4,4,compas,6,MLP,Rashomon,HH,25
learning_rate_init,0.37494239732604745,3,25,0.0027246468741730532,numeric_exact,3,3,compas,6,MLP,Rashomon,HH,25
hidden_layer_sizes,0.04335446336690134,5,25,0.0027246468741730532,categorical_exact,5,3,compas,6,MLP,Rashomon,HH,25
activation,0.00047309498197713423,2,25,0.0027246468741730532,categorical_exact,2,10,compas,6,MLP,Rashomon,HH,25
max_depth,0.6556499861684232,4,20,0.006784262400033719,numeric_exact,4,2,compas,6,RF,Rashomon,HH,25
